Request;Enabled;Farm;FarmCountry;FarmScope;License;Cluster;Project;Env;VMName;VMRole;Source;TMPL;SourceFarm;NumCPU;MemoryGB;ResMemory;Satellite;Gateway;Dns;Routes;QRadar;DataStore;Nic1_Vlan;Nic1_IP;Nic1_MASK;Nic1_Scope;Nic2_Vlan;Nic2_IP;Nic2_MASK;Nic2_Scope;Nic3_Vlan;Nic3_IP;Nic3_MASK;Nic3_Scope;Nic4_Vlan;Nic4_IP;Nic4_MASK;Nic4_Scope;SizeDisk1;CrtlDisk1;DiskFs1;VolumeName1;DiskDataStore1;SizeDisk2;CrtlDisk2;DiskFs2;VolumeName2;DiskDataStore2;SizeDisk3;CrtlDisk3;DiskFs3;VolumeName3;DiskDataStore3;NfsShare1;NfsMountpoint1;NfsShare2;NfsMountpoint2;IDEL;TZ;Functionality;Owner;SecondaryOwner;DrPriority;SizeGB;Requester;DeliveryType;TimeToLivePeriod;TimeToLiveTotalExtension;CompleteDate;post_name;Service_Manager;Demand_Reference;BDS_Reference;Business_Impact;Service_Scope;NOTE
1546;0;172.19.167.170;Italy;NO-Production;;OPENSHIFT-DEV;UTIS;CAT;alex;default;RH75-clone;0;;2;4096;0;0;10.14.35.1;172.26.5.110,172.26.5.111,172.26.16.11,172.26.16.12;0;;OPENSHIFT-DEV;1178 - 10.14.35.0%2f27 - BO-CLOUD-DEV;10.14.35.9;255.255.255.224;Production;;1.2.3.4;255.255.255.0;Management;;;;;;;;;;;;;;;;;;;;;;;;10.28.14.10:/NEW_UTIS_CAT;/utis_new;10.28.14.10:/NEW_UTIS_CAT_LOGBACKUP;/logbackup;8216;CET;Application Server POLO LOTTO;Lista New Platform Operation;;;124;Daniele Moneta;new;12;;;REMEDIATE VMs;Lista New Platform Operation;Bello Stelvio;Maro Vagnoni;4;LOTTO\Utis;Deployed from Ansible

